Movie_Title,Movie_URL,Movie_Cover,Release_Date,Genre,Movie_Directors
Happy Birthday,https://www.imdb.com/title/tt1492705/?ref_=fn_al_tt_154,"https://m.media-amazon.com/images/M/MV5BYTI5NjU3NjQtY2Y1NC00YzhmLWJhNjAtNjRmNjIwNTlkMDQ4XkEyXkFqcGc@._V1_QL75_UX50_CR0,1,50,74_.jpg",2017,,"Sharon Stone, Tony Goldwyn"
"All Male, All Nude",https://www.imdb.com/title/tt7660662/?ref_=fn_al_tt_155,"https://m.media-amazon.com/images/M/MV5BNjNlMjgzZGItYjIzZS00NTRjLTgwMmMtODE1NDgxNjRmZjc4XkEyXkFqcGdeQXVyNjg0ODE1ODE@._V1_QL75_UY74_CR1,0,50,74_.jpg",2017,,"Steven Marchi, Matt Colunga"
Happy Birthday,https://www.imdb.com/title/tt1492705/?ref_=fn_al_tt_156,"https://m.media-amazon.com/images/M/MV5BYTI5NjU3NjQtY2Y1NC00YzhmLWJhNjAtNjRmNjIwNTlkMDQ4XkEyXkFqcGc@._V1_QL75_UX50_CR0,1,50,74_.jpg",2017,,"Sharon Stone, Tony Goldwyn"
Destroy All Neighbors,https://www.imdb.com/title/tt7884368/?ref_=fn_al_tt_157,"https://m.media-amazon.com/images/M/MV5BMzQxN2UwMDQtMmM2Yy00N2E2LThjMmUtOGU2ZmIyMzc1M2Y5XkEyXkFqcGdeQXVyMTIwMDk1MzI3._V1_QL75_UX50_CR0,1,50,74_.jpg",2024,,"Jonah Ray, Kiran Deol"
Passions envolées,https://www.imdb.com/title/tt0090608/?ref_=fn_al_tt_158,"https://m.media-amazon.com/images/M/MV5BMTgxOTgyNzExMF5BMl5BanBnXkFtZTcwNTI5ODIzMQ@@._V1_QL75_UY74_CR1,0,50,74_.jpg",1986,Mini-série télévisée,Mini-série télévisée
We're All Going to the World's Fair,https://www.imdb.com/title/tt13648224/?ref_=fn_al_tt_159,"https://m.media-amazon.com/images/M/MV5BZTE4NTg1ODMtYjRjYi00ZGUxLTk3NDAtY2YyMmE5Y2YyZjE1XkEyXkFqcGdeQXVyNTEyMDQyMjM@._V1_QL75_UX50_CR0,0,50,74_.jpg",2021,,"Anna Cobb, Michael J Rogers"
Un coach pour la Saint-Valentin,https://www.imdb.com/title/tt5329524/?ref_=fn_al_tt_160,"https://m.media-amazon.com/images/M/MV5BYThjNTQyYWQtODVmNy00NjMzLThkYTEtYWU4MDA3OWM1Y2JkXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_QL75_UX50_CR0,1,50,74_.jpg",2016,Téléfilm,Téléfilm
All Inclusive,https://www.imdb.com/title/tt6433886/?ref_=fn_al_tt_161,"https://m.media-amazon.com/images/M/MV5BZTFjNzRiNmQtNjg1My00ZTMxLTlhOTYtNmQ3NDIzNjRmNGU2XkEyXkFqcGdeQXVyNzk0OTIwMjI@._V1_QL75_UY74_CR1,0,50,74_.jpg",2017,,"Suzanne Reuter, Liv Mjönes"
All Hallows' Eve,https://www.imdb.com/title/tt4906686/?ref_=fn_al_tt_162,"https://m.media-amazon.com/images/M/MV5BNjkzNzdkYWQtYjAzMS00MmVkLWFhYmUtYzI2MjA4M2Q5NDBlXkEyXkFqcGdeQXVyNjc4MzkxMjk@._V1_QL75_UY74_CR5,0,50,74_.jpg",2016,,"Lexi Giovagnoli, Ashley Argota Torres"
Les inconnus du désert,https://www.imdb.com/title/tt0071120/?ref_=fn_al_tt_163,"https://m.media-amazon.com/images/M/MV5BOTI1ZTRiZWQtMzdiNi00MjkwLTk3OTUtNDlkZWVjZTkzZWM5XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UX50_CR0,1,50,74_.jpg",1974,Téléfilm,Téléfilm
I Wish You All the Best,https://www.imdb.com/title/tt22525442/?ref_=fn_al_tt_164,"https://m.media-amazon.com/images/M/MV5BYTMxOGM4OWItZGNiYy00YzljLWJiZjEtY2EyZmM0OWU0MTU2XkEyXkFqcGc@._V1_QL75_UX50_CR0,0,50,74_.jpg",2024,,"Alexandra Daddario, Cole Sprouse"
L'affaire Mary Kay Letourneau,https://www.imdb.com/title/tt0232062/?ref_=fn_al_tt_165,"https://m.media-amazon.com/images/M/MV5BNDYyODk4ZGItMDQ5ZC00MWIyLWIxYjEtMzQ4MWM2NDdlZDdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_QL75_UY74_CR1,0,50,74_.jpg",2000,Téléfilm,Téléfilm
All Dogs Go to Heaven: The Series,https://www.imdb.com/title/tt0118252/?ref_=fn_al_tt_166,"https://m.media-amazon.com/images/M/MV5BYWU1ODVhNDgtZTAyMi00OWUyLWI5MmMtYWE4MDY0NWRlZmNhXkEyXkFqcGdeQXVyMTI1Mzg0ODA5._V1_QL75_UY74_CR2,0,50,74_.jpg",1996–1999,Série télévisée,Série télévisée
All About E,https://www.imdb.com/title/tt3532686/?ref_=fn_al_tt_167,"https://m.media-amazon.com/images/M/MV5BNzExMTQwNDU0MV5BMl5BanBnXkFtZTgwMTk5OTc3NTE@._V1_QL75_UY74_CR1,0,50,74_.jpg",2015,,"Mandahla Rose, Brett Rogers"
All Night,https://www.imdb.com/title/tt7292950/?ref_=fn_al_tt_168,"https://m.media-amazon.com/images/M/MV5BMTkzMTgwMTM0M15BMl5BanBnXkFtZTgwOTM2NzczNTM@._V1_QL75_UX50_CR0,0,50,74_.jpg",2018,Série télévisée,Série télévisée
All at Sea,https://www.imdb.com/title/tt3271372/?ref_=fn_al_tt_169,"https://m.media-amazon.com/images/M/MV5BNGI3YTY2NDItMDE0Yy00YmI4LWIwNzktYmJkZDJhMzMzMGE1XkEyXkFqcGdeQXVyNjEwOTY1NDg@._V1_QL75_UY74_CR0,0,50,74_.jpg",2013–2015,Série télévisée,Série télévisée
All Creatures Great and Small,https://www.imdb.com/title/tt0071118/?ref_=fn_al_tt_170,"https://m.media-amazon.com/images/M/MV5BODNlYzU1NWEtOWI1ZC00MWY3LWJlOGMtODQ3OTQ4OGRkZGIyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY74_CR0,0,50,74_.jpg",1975,Téléfilm,Téléfilm
All the Little Animals,https://www.imdb.com/title/tt0120584/?ref_=fn_al_tt_171,"https://m.media-amazon.com/images/M/MV5BOTBlNjVhNzEtODA4MS00YjQ0LTlhZjMtYjY3NTFiYTRlMDM4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY74_CR0,0,50,74_.jpg",1998,,"John Hurt, Christian Bale"
Croisière romantique,https://www.imdb.com/title/tt10720816/?ref_=fn_al_tt_172,"https://m.media-amazon.com/images/M/MV5BOTY2YzQwZmEtMjE1OS00MDcwLTg4YzYtZjgxNDNjMjY1MGRhXkEyXkFqcGc@._V1_QL75_UX50_CR0,1,50,74_.jpg",2019,Téléfilm,Téléfilm
American Psycho 2,https://www.imdb.com/title/tt0283877/?ref_=fn_al_tt_173,"https://m.media-amazon.com/images/M/MV5BMjFiNWFjYmUtZThmZi00MThmLWE4OWYtMjFiZmRiZWMzYmRiXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX50_CR0,0,50,74_.jpg",2002,Vidéo,Vidéo
All Hands on Deck,https://www.imdb.com/title/tt0054613/?ref_=fn_al_tt_174,"https://m.media-amazon.com/images/M/MV5BYjNiYTNkNmYtZWE5ZC00MTg2LWEwYWQtYWRiNTIzNmZhYzExXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX50_CR0,1,50,74_.jpg",1961,,"Pat Boone, Buddy Hackett"
All the World Is Sleeping,https://www.imdb.com/title/tt15167316/?ref_=fn_al_tt_175,"https://m.media-amazon.com/images/M/MV5BMGM4NjIxMmUtMjA0ZS00MGJlLWFkZjctNjVhYmNhYzhkNWU1XkEyXkFqcGdeQXVyMTE0MTE1NzY5._V1_QL75_UX50_CR0,0,50,74_.jpg",2021,,"Melissa Barrera, Jackie Cruz"
All the Words But the One,https://www.imdb.com/title/tt30818627/?ref_=fn_al_tt_176,"https://m.media-amazon.com/images/M/MV5BOTRlYmZmYzgtYTAyYi00YzA5LTk2OWYtMWYxMjZkZTZkMGQ4XkEyXkFqcGdeQXVyOTcyMzc3MzA@._V1_QL75_UX50_CR0,1,50,74_.jpg",2024,Court-métrage,Court-métrage
All Roads to Pearla,https://www.imdb.com/title/tt6819848/?ref_=fn_al_tt_177,"https://m.media-amazon.com/images/M/MV5BZmFjOGFjMGEtZjc0Yy00ZmY1LTljYTUtZDk4OGM2YzhjMjgwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX50_CR0,2,50,74_.jpg",2019,,"Addison Timlin, Corin Nemec"
All Girls Weekend,https://www.imdb.com/title/tt4247682/?ref_=fn_al_tt_178,"https://m.media-amazon.com/images/M/MV5BMTQ4NzIxOTc3Nl5BMl5BanBnXkFtZTgwNDE2NjI2OTE@._V1_QL75_UY74_CR1,0,50,74_.jpg",2016,,"Jamie Bernadette, Katie Carpenter"
Âmes rebelles,https://www.imdb.com/title/tt0035431/?ref_=fn_al_tt_179,"https://m.media-amazon.com/images/M/MV5BMjg0OThjZGQtZGIyMC00NWRhLTg2ZjItNTU4OWExYzcwZDg2XkEyXkFqcGdeQXVyNjg2NjExMzY@._V1_QL75_UY74_CR3,0,50,74_.jpg",1942,,"Tyrone Power, Joan Fontaine"
Les Jeunes Loups,https://www.imdb.com/title/tt0053582/?ref_=fn_al_tt_180,"https://m.media-amazon.com/images/M/MV5BODQyMzQyY2ItNzc4NC00M2Q5LWEyYjAtMDY2OTFlMWYxOWZiXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_QL75_UY74_CR1,0,50,74_.jpg",1960,,"Robert Wagner, Natalie Wood"
All I Need,https://www.imdb.com/title/tt2370228/?ref_=fn_al_tt_181,"https://m.media-amazon.com/images/M/MV5BMTc5NDUyMTUzM15BMl5BanBnXkFtZTgwODIzMzIzNjE@._V1_QL75_UX50_CR0,1,50,74_.jpg",2016,,"Caitlin Stasey, Markus Taylor"
Allô allô,https://www.imdb.com/title/tt0086659/?ref_=fn_al_tt_182,"https://m.media-amazon.com/images/M/MV5BMzhmYjcwZDEtMjZiZC00MDBlLWIwYmYtMmRjNmYyNzlkNzhmXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX50_CR0,1,50,74_.jpg",1982–1992,Série télévisée,Série télévisée
Ally McBeal,https://www.imdb.com/title/tt0118254/?ref_=fn_al_tt_183,"https://m.media-amazon.com/images/M/MV5BYjE1ZTlmMTItNmNjZC00NjliLTgyNDMtMDdlOGNjNmJiYzJjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX50_CR0,3,50,74_.jpg",1997–2002,Série télévisée,Série télévisée
Le piment de la vie,https://www.imdb.com/title/tt0057581/?ref_=fn_al_tt_184,"https://m.media-amazon.com/images/M/MV5BZTNkYTlkNmMtZGEwNy00ZjI1LWEzODctNTExOWQ0NTNjN2QzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX50_CR0,1,50,74_.jpg",1963,,"Doris Day, James Garner"
Still Open All Hours,https://www.imdb.com/title/tt3425318/?ref_=fn_al_tt_185,"https://m.media-amazon.com/images/M/MV5BNDYwMzAxNTY1OF5BMl5BanBnXkFtZTgwMTc5NjY4MzE@._V1_QL75_UY74_CR1,0,50,74_.jpg",2013–2019,Série télévisée,Série télévisée
All the Sins,https://www.imdb.com/title/tt8475274/?ref_=fn_al_tt_186,"https://m.media-amazon.com/images/M/MV5BNjU5YmU3MDYtYTAzZC00ZDk2LWFhMWUtMjc3YjlkZDMzYTVmXkEyXkFqcGdeQXVyMTE1NjU1Nw@@._V1_QL75_UY74_CR3,0,50,74_.jpg",2019–,Série télévisée,Série télévisée
Le plus beau cadeau du monde,https://www.imdb.com/title/tt0101301/?ref_=fn_al_tt_187,"https://m.media-amazon.com/images/M/MV5BOGQ2ZmU3ZTktYjY1Zi00NjYyLWEwMTItYmYzYjc1YTYyYTUyXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UY74_CR1,0,50,74_.jpg",1991,,"Harley Jane Kozak, Jamey Sheridan"
All Star Shore,https://www.imdb.com/title/tt20859150/?ref_=fn_al_tt_188,"https://m.media-amazon.com/images/M/MV5BZTI0MWM5NDMtMmRlMy00OWQ1LTgwM2YtMDlkOWIzODc1NTg2XkEyXkFqcGdeQXVyMTUwNjg3NTUw._V1_QL75_UX50_CR0,1,50,74_.jpg",2022–2023,Série télévisée,Série télévisée
All Is Calm,https://www.imdb.com/title/tt16996230/?ref_=fn_al_tt_189,"https://m.media-amazon.com/images/M/MV5BNDYyODkwMTctNmM2Ni00ZjUxLTk4MzktOTc5MzFlNzFiNDIyXkEyXkFqcGc@._V1_QL75_UX50_CR0,2,50,74_.jpg",2022,,"Brittany Goodwin, Aaron Mees"
All-American Girl,https://www.imdb.com/title/tt0108693/?ref_=fn_al_tt_190,"https://m.media-amazon.com/images/M/MV5BMTc3ODM0NjYyMF5BMl5BanBnXkFtZTcwMTUxNjkzMQ@@._V1_QL75_UY74_CR2,0,50,74_.jpg",1994–1995,Série télévisée,Série télévisée
All Stars,https://www.imdb.com/title/tt3113448/?ref_=fn_al_tt_191,"https://m.media-amazon.com/images/M/MV5BMjA0MjUxMjE1OF5BMl5BanBnXkFtZTgwNjEyNjk1NDE@._V1_QL75_UX50_CR0,1,50,74_.jpg",2014,,"Fred Willard, Miriam Flynn"
All Is Well,https://www.imdb.com/title/tt3547616/?ref_=fn_al_tt_192,"https://m.media-amazon.com/images/M/MV5BZTc3ZGJlYjgtYTEyMC00OWM4LTk4YTktYWQ0OTNhOGQwOGUwXkEyXkFqcGc@._V1_QL75_UY74_CR1,0,50,74_.jpg",2015,,"Rishi Kapoor, Abhishek Bachchan"
All Tied Up,https://www.imdb.com/title/tt0105442/?ref_=fn_al_tt_193,"https://m.media-amazon.com/images/M/MV5BYTkyYzk5NDktNjEyNy00ZWNkLTg1Y2ItZmZhN2UyYmRjM2Y2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY74_CR3,0,50,74_.jpg",1993,Vidéo,Vidéo
Au coeur du haras,https://www.imdb.com/title/tt0821810/?ref_=fn_al_tt_194,"https://m.media-amazon.com/images/M/MV5BMjAzMjU3OTM0M15BMl5BanBnXkFtZTcwOTU4OTY4MQ@@._V1_QL75_UX50_CR0,0,50,74_.jpg",2008,,"Peter Coyote, Jason London"
Ils étaient tous mes fils,https://www.imdb.com/title/tt0040087/?ref_=fn_al_tt_195,"https://m.media-amazon.com/images/M/MV5BMjIxMTQ3NWUtOGQyMS00NTVmLWI4Y2EtOWFkMjYwMGUzNjBiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX50_CR0,1,50,74_.jpg",1948,,"Edward G. Robinson, Burt Lancaster"
All You Need Is Blood,https://www.imdb.com/title/tt26219792/?ref_=fn_al_tt_196,"https://m.media-amazon.com/images/M/MV5BZTlkZmQ4OTAtYzc1Yy00ZjllLTkwMmItNWQyMWIyYjNjMWExXkEyXkFqcGdeQXVyMjA2MTQ3ODc@._V1_QL75_UX50_CR0,1,50,74_.jpg",2023,,"Logan Riley Bruner, Amanda Bruton"
All About Sex,https://www.imdb.com/title/tt0126861/?ref_=fn_al_tt_197,"https://m.media-amazon.com/images/M/MV5BYTdiMjJjNmEtZWIyNi00N2I3LWIxYjgtODI1ZGIzY2ZkNzY4XkEyXkFqcGc@._V1_QL75_UX50_CR0,1,50,74_.jpg",1998,,"Jonathan Silverman, Leah Lail"
All the Right Noises,https://www.imdb.com/title/tt0064004/?ref_=fn_al_tt_198,"https://m.media-amazon.com/images/M/MV5BOGUyMTFjMjAtODBiYS00N2FjLThjYjItZjJjYmVjYjQ2OTY0XkEyXkFqcGc@._V1_QL75_UX50_CR0,1,50,74_.jpg",1970,,"Tom Bell, Judy Carne"
All the Wilderness,https://www.imdb.com/title/tt2357770/?ref_=fn_al_tt_199,"https://m.media-amazon.com/images/M/MV5BMjI5MTU3NTE5NV5BMl5BanBnXkFtZTgwMDA3NjkwNDE@._V1_QL75_UX50_CR0,1,50,74_.jpg",2014,,"Kodi Smit-McPhee, Virginia Madsen"
All you need,https://www.imdb.com/title/tt14576708/?ref_=fn_al_tt_200,"https://m.media-amazon.com/images/M/MV5BNmZiZGVkZDUtZjE5NS00ZDMzLWFmODUtYTg4ODkxMjIwYjMxXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY74_CR3,0,50,74_.jpg",2021–,Série télévisée,Série télévisée
All About Evil,https://www.imdb.com/title/tt1307858/?ref_=fn_al_tt_201,"https://m.media-amazon.com/images/M/MV5BMTY0MzMzMjkwMl5BMl5BanBnXkFtZTcwMzc1MjU1Mw@@._V1_QL75_UX50_CR0,1,50,74_.jpg",2010,,"Jack Donner, Mikayla Rosario"
All In,https://www.imdb.com/title/tt6767728/?ref_=fn_al_tt_202,"https://m.media-amazon.com/images/M/MV5BNDUxNzA3ODctNGViNC00OGE0LTllNDgtYzE5ZmNjNDAxMGYxXkEyXkFqcGdeQXVyNjg0NzYzOTM@._V1_QL75_UX50_CR0,2,50,74_.jpg",2019,,"Lil Mama, Elise Neal"
Le livre de Jérémie,https://www.imdb.com/title/tt0368774/?ref_=fn_al_tt_203,"https://m.media-amazon.com/images/M/MV5BZDUwYzExZmYtMWRmMi00ZTUwLTg5MzgtNjBhMWIxZGI0OWQ3XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UY74_CR3,0,50,74_.jpg",2004,,"Asia Argento, Dylan Sprouse"
All Summer in a Day,https://www.imdb.com/title/tt0195517/?ref_=fn_al_tt_204,"https://m.media-amazon.com/images/M/MV5BMTZlMGQwMzQtNjc1My00ZmZlLWFkM2ItNTcyZTExOTI5NTdjXkEyXkFqcGdeQXVyMjUwMzY3Njk@._V1_QL75_UY74_CR41,0,50,74_.jpg",1982,Téléfilm,Téléfilm
La grande traversée,https://www.imdb.com/title/tt10808832/?ref_=fn_al_tt_205,"https://m.media-amazon.com/images/M/MV5BOWIwMDFiZTMtMTc2NS00ZjkxLWJmNDgtOWFhZjVkNDNkZTgzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX50_CR0,0,50,74_.jpg",2020,,"Meryl Streep, Gemma Chan"
Si tu crois fillette,https://www.imdb.com/title/tt0067610/?ref_=fn_al_tt_206,"https://m.media-amazon.com/images/M/MV5BM2U1NzljOWQtMjg0OC00N2RkLThlNDUtODNjZGU2MzJmZjljL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_QL75_UX50_CR0,1,50,74_.jpg",1971,,"Rock Hudson, Angie Dickinson"
L'aventure à deux,https://www.imdb.com/title/tt7243076/?ref_=fn_al_tt_207,"https://m.media-amazon.com/images/M/MV5BNjIzNmVjMDgtNWQ3Ni00MWUzLTk4ZWUtYjhiZWY0MWUwZjVjXkEyXkFqcGdeQXVyMzYyNjExOTc@._V1_QL75_UX50_CR0,1,50,74_.jpg",2017,Téléfilm,Téléfilm
"Allô maman, ici bébé!",https://www.imdb.com/title/tt0097778/?ref_=fn_al_tt_208,"https://m.media-amazon.com/images/M/MV5BMGVmNTM4ZTQtOTkwNS00ZWE5LWFiNzctMDUwNDU1NmM0MjlmXkEyXkFqcGdeQXVyMjc1NDA2OA@@._V1_QL75_UY74_CR3,0,50,74_.jpg",1989,,"John Travolta, Kirstie Alley"
Kill 'Em All,https://www.imdb.com/title/tt5767628/?ref_=fn_al_tt_209,"https://m.media-amazon.com/images/M/MV5BYTYxZGNlOGQtYjhjOS00NjI3LTliYzgtZTRiNWZlN2NlZjA0XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_QL75_UX50_CR0,1,50,74_.jpg",2017,,"Jean-Claude Van Damme, Autumn Reeser"
All Superheroes Must Die,https://www.imdb.com/title/tt1836212/?ref_=fn_al_tt_210,"https://m.media-amazon.com/images/M/MV5BMjAxNzc3NTg4NF5BMl5BanBnXkFtZTcwODQ5MTY2OA@@._V1_QL75_UY74_CR1,0,50,74_.jpg",2011,,"Jason Trost, Lucas Till"
All Crazy Random,https://www.imdb.com/title/tt14361698/?ref_=fn_al_tt_211,"https://m.media-amazon.com/images/M/MV5BMzdlNTE2OGYtZTZhYS00MjhmLWI2NGMtNTNmOGNjOTI3MTE4XkEyXkFqcGdeQXVyNjE3NjM5NDg@._V1_QL75_UX50_CR0,1,50,74_.jpg",2022,,"Karl Walsh, Mike Crook"
All of Us Are Dead Roblox,https://www.imdb.com/title/tt32173941/?ref_=fn_al_tt_212,"https://m.media-amazon.com/images/M/MV5BMmU3OGM3MmUtMzNlNi00OTIwLTkzOGQtMDg3MTNjYmQzNzEyXkEyXkFqcGdeQXVyMTc5Njc3MTY1._V1_QL75_UX50_CR0,1,50,74_.jpg",2022–,Série télévisée,Série télévisée
Spy Kids 4: Tout le temps du monde,https://www.imdb.com/title/tt1517489/?ref_=fn_al_tt_213,"https://m.media-amazon.com/images/M/MV5BMjE1NTEwNzM5MV5BMl5BanBnXkFtZTcwNTA5Njc0NQ@@._V1_QL75_UX50_CR0,0,50,74_.jpg",2011,,"Jessica Alba, Jeremy Piven"
All My Children,https://www.imdb.com/title/tt2737690/?ref_=fn_al_tt_214,"https://m.media-amazon.com/images/M/MV5BMTQxODg4MjI0NF5BMl5BanBnXkFtZTgwNzY0NDAxMDE@._V1_QL75_UX50_CR0,0,50,74_.jpg",2013–,Série télévisée,Série télévisée
Louis Tomlinson: All of Those Voices,https://www.imdb.com/title/tt26675252/?ref_=fn_al_tt_215,"https://m.media-amazon.com/images/M/MV5BNmMxMTY2NDQtYzQ1YS00MjgyLWExMWQtMTI4OGYwNThiODFhXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UY74_CR3,0,50,74_.jpg",2023,,"Louis Tomlinson, Isaac Anderson"
All in Time,https://www.imdb.com/title/tt3247286/?ref_=fn_al_tt_216,"https://m.media-amazon.com/images/M/MV5BNzg0ZDY3YjctOTUzNS00YjE3LWEyZDAtZDgwZjI0YjBlMmUyXkEyXkFqcGdeQXVyNjY1ODkwNDg@._V1_QL75_UX50_CR0,0,50,74_.jpg",2015,,"Sean Modica, Lynn Cohen"
Désir de femme,https://www.imdb.com/title/tt0045492/?ref_=fn_al_tt_217,"https://m.media-amazon.com/images/M/MV5BMzE5NGNkMjUtZjI2YS00NmZjLWFjY2ItOGNjZjI4ODNjMzQ4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX50_CR0,2,50,74_.jpg",1953,,"Barbara Stanwyck, Richard Carlson"
All the Rage,https://www.imdb.com/title/tt0176426/?ref_=fn_al_tt_218,"https://m.media-amazon.com/images/M/MV5BMTcxMzY1MTc1NV5BMl5BanBnXkFtZTcwOTY2OTQyMQ@@._V1_QL75_UY74_CR1,0,50,74_.jpg",1999,,"Joan Allen, Jeff Daniels"
Striptease Boys,https://www.imdb.com/title/tt10844026/?ref_=fn_al_tt_219,"https://m.media-amazon.com/images/M/MV5BYjExNjExMzEtNDQxMy00Yzg0LTg4MjctMzE1YzUwYTBhYTg4XkEyXkFqcGdeQXVyNjg0ODE1ODE@._V1_QL75_UY74_CR1,0,50,74_.jpg",2019,,"Jason Cenami, Edward Cerezo"
All Hail King Julien: Exiled,https://www.imdb.com/title/tt6865906/?ref_=fn_al_tt_220,"https://m.media-amazon.com/images/M/MV5BODFjN2UyZGEtYTU0NC00NDg3LTk3ZjQtOGM1ZjBhNTk5NzRjXkEyXkFqcGdeQXVyMzA1MjMyNTY@._V1_QL75_UY74_CR2,0,50,74_.jpg",2017,Série télévisée,Série télévisée
All In,https://www.imdb.com/title/tt0475217/?ref_=fn_al_tt_221,"https://m.media-amazon.com/images/M/MV5BMjE0MDIxODgyOV5BMl5BanBnXkFtZTcwMzY0MTUwMg@@._V1_QL75_UY74_CR1,0,50,74_.jpg",2006,,"Dominique Swain, Michael Madsen"
All That Glitters,https://www.imdb.com/title/tt0075658/?ref_=fn_al_tt_222,"https://m.media-amazon.com/images/M/MV5BNDI2ZjU3YzgtNzBiNS00N2FkLWEwMDAtNTI1YTVhOTM2NjQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_QL75_UY74_CR28,0,50,74_.jpg",1977,Série télévisée,Série télévisée
Deadly Game,https://www.imdb.com/title/tt2095568/?ref_=fn_al_tt_223,"https://m.media-amazon.com/images/M/MV5BMTQyMDkwNTcwOF5BMl5BanBnXkFtZTgwMDY3MTAwMTE@._V1_QL75_UY74_CR3,0,50,74_.jpg",2013,,"Gabriel Byrne, Rufus Sewell"
All-Round Champion,https://www.imdb.com/title/tt11790082/?ref_=fn_al_tt_224,"https://m.media-amazon.com/images/M/MV5BMWZmNDAxMmEtY2QxYi00ZDUzLTliOGQtNzg2ZTRkODA1YzkwXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UY74_CR1,0,50,74_.jpg",2020–,Série télévisée,Série télévisée
All This Mayhem,https://www.imdb.com/title/tt2938416/?ref_=fn_al_tt_225,"https://m.media-amazon.com/images/M/MV5BMjA3MDU3MTU2Ml5BMl5BanBnXkFtZTgwODkzNDkzMjE@._V1_QL75_UX50_CR0,0,50,74_.jpg",2014,,"Tas Pappas, Ben Pappas"
All That I Am,https://www.imdb.com/title/tt10345918/?ref_=fn_al_tt_226,,2014,,"Tas Pappas, Ben Pappas"
All That Glitters,https://www.imdb.com/title/tt31025224/?ref_=fn_al_tt_227,"https://m.media-amazon.com/images/M/MV5BZDRjOTAyYmQtNWJhNS00Nzc0LWE5YzctYmY2ODRiNjc4NzE1XkEyXkFqcGdeQXVyMTE0OTAwNjA1._V1_QL75_UY74_CR41,0,50,74_.jpg",2023,Série télévisée,Série télévisée
La bourrasque,https://www.imdb.com/title/tt0050112/?ref_=fn_al_tt_228,"https://m.media-amazon.com/images/M/MV5BYTgwNDg1Y2EtZTU1YS00MTBjLWI3ZjItOWY1YTExMWFmYWM4XkEyXkFqcGc@._V1_QL75_UX50_CR0,1,50,74_.jpg",1957,,"Glynis Johns, Cameron Mitchell"
All of Me,https://www.imdb.com/title/tt0445173/?ref_=fn_al_tt_229,"https://m.media-amazon.com/images/M/MV5BZTA0MjE4ZWQtYjRhYi00ZjRhLWFmMzItYjc3YzExZmM0YzFiXkEyXkFqcGdeQXVyMTczMjg5NjY4._V1_QL75_UX50_CR0,1,50,74_.jpg",1963,,"Brenda Denaut, Joel Holt"
All the Lost Ones,https://www.imdb.com/title/tt22002058/?ref_=fn_al_tt_230,,2024,,"Devon Sawa, Vinessa Antoine"
All of Me,https://www.imdb.com/title/tt0445173/?ref_=fn_al_tt_231,"https://m.media-amazon.com/images/M/MV5BZTA0MjE4ZWQtYjRhYi00ZjRhLWFmMzItYjc3YzExZmM0YzFiXkEyXkFqcGdeQXVyMTczMjg5NjY4._V1_QL75_UX50_CR0,1,50,74_.jpg",1963,,"Brenda Denaut, Joel Holt"
Ma nounou est un homme!,https://www.imdb.com/title/tt5368354/?ref_=fn_al_tt_232,"https://m.media-amazon.com/images/M/MV5BYTNkNjQyYWYtNDA5OC00MTM4LWIxNmUtODU1OTNhNjdiZTg2XkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_QL75_UX50_CR0,1,50,74_.jpg",2016,Téléfilm,Téléfilm
All About Sex,https://www.imdb.com/title/tt4424426/?ref_=fn_al_tt_233,"https://m.media-amazon.com/images/M/MV5BMTgyMTg2NTQwNV5BMl5BanBnXkFtZTgwMjAwNjU4NDE@._V1_QL75_UY74_CR19,0,50,74_.jpg",2015–,Série télévisée,Série télévisée
